Order_ID,Customer_ID,City,Category,Payment_Mode,Order_Date,Scheduled_Delivery_Days,Actual_Delivery_Days,Delivery_Date,Order_Value,Discount_Applied,Discount_Amount,Final_Amount,Returned,Return_Reason,Delay
1981,1710,Seattle,Electronics,Net Banking,2022-01-29,6,7,2022-02-05,71.71,0.01,0.72,70.99,1,No Longer Needed,1
1982,1400,San Francisco,Clothing,COD,2022-09-20,11,9,2022-09-29,491.94,0.11,54.11,437.83,1,Wrong Item,-2
1983,4990,Houston,Electronics,Debit Card,2022-04-05,3,4,2022-04-09,38.3,0.01,0.38,37.92,0,Not Returned,1
1984,2817,Seattle,Electronics,Net Banking,2022-07-01,2,4,2022-07-05,155.63,0.27,42.02,113.61,0,Not Returned,2
1985,4028,Miami,Clothing,COD,2022-01-11,6,7,2022-01-18,283.28,0.29,82.15,201.13,0,Not Returned,1
1986,4157,Dallas,Electronics,Net Banking,2022-02-11,9,9,2022-02-20,108.49,0.22,23.87,84.62,1,Late Delivery,0
1987,1249,Los Angeles,Beauty,Net Banking,2022-09-18,5,7,2022-09-25,131.39,0.22,28.91,102.48,0,Not Returned,2
1988,1390,San Francisco,Toys,COD,2022-01-02,7,8,2022-01-10,189.42,0.07,13.26,176.16,0,Not Returned,1
1989,4853,Phoenix,Electronics,Net Banking,2022-02-12,7,7,2022-02-19,149.39,0.02,2.99,146.4,0,Not Returned,0
1990,1334,Phoenix,Home Appliances,Debit Card,2022-01-04,9,9,2022-01-13,405.61,0.24,97.35,308.26,0,Not Returned,0
1991,1628,Dallas,Electronics,COD,2022-12-03,8,6,2022-12-09,260.13,0.17,44.22,215.91,0,Not Returned,-2
1992,4590,Chicago,Electronics,COD,2022-04-05,9,9,2022-04-14,153.74,0.2,30.75,122.99,0,Not Returned,0
1993,1136,Seattle,Home Appliances,Debit Card,2022-02-28,1,3,2022-03-03,170.29,0.23,39.17,131.12,0,Not Returned,2
1994,3930,Seattle,Toys,Debit Card,2022-01-30,5,4,2022-02-03,39.14,0.12,4.7,34.44,0,Not Returned,-1
1995,3735,Phoenix,Clothing,Debit Card,2022-03-29,9,9,2022-04-07,43.71,0.04,1.75,41.96,0,Not Returned,0
1996,4911,Seattle,Beauty,Net Banking,2022-11-26,1,2,2022-11-28,364.6,0.24,87.5,277.1,0,Not Returned,1
1997,2521,Dallas,Toys,Net Banking,2022-08-08,3,2,2022-08-10,74.2,0.14,10.39,63.81,0,Not Returned,-1
1998,1826,Seattle,Electronics,UPI,2022-05-08,7,8,2022-05-16,248.38,0.25,62.1,186.28,0,Not Returned,1
1999,1726,Chicago,Beauty,Net Banking,2022-06-20,6,6,2022-06-26,424.34,0.13,55.16,369.18,0,Not Returned,0
2000,2500,Los Angeles,Sports,Debit Card,2022-12-18,7,5,2022-12-23,196.86,0.07,13.78,183.08,0,Not Returned,-2
2001,3641,Miami,Beauty,UPI,2022-08-13,1,2,2022-08-15,185.96,0.05,9.3,176.66,0,Not Returned,1
2002,4294,Los Angeles,Clothing,Debit Card,2022-10-01,3,1,2022-10-02,439.06,0.22,96.59,342.47,0,Not Returned,-2
2003,1989,Miami,Clothing,Credit Card,2022-06-14,1,3,2022-06-17,435.13,0.17,73.97,361.16,0,Not Returned,2
2004,3419,Houston,Toys,COD,2022-06-07,4,6,2022-06-13,442.47,0.12,53.1,389.37,0,Not Returned,2
2005,1934,Los Angeles,Electronics,Credit Card,2022-07-16,6,5,2022-07-21,294.52,0.15,44.18,250.34,0,Not Returned,-1
2006,4042,Dallas,Home Appliances,Debit Card,2022-11-11,8,6,2022-11-17,477.11,0.16,76.34,400.77,1,Size Issue,-2
2007,1401,New York,Clothing,Net Banking,2022-01-30,5,7,2022-02-06,413.1,0.07,28.92,384.18,0,Not Returned,2
2008,2466,Houston,Home Appliances,COD,2022-07-15,9,7,2022-07-22,219.5,0.11,24.14,195.36,0,Not Returned,-2
2009,4561,Miami,Toys,Net Banking,2022-06-18,1,3,2022-06-21,322.19,0.09,29.0,293.19,0,Not Returned,2
2010,1614,Miami,Toys,Net Banking,2022-11-03,10,8,2022-11-11,78.46,0.12,9.42,69.04,0,Not Returned,-2
2011,2296,Houston,Sports,COD,2022-12-10,9,8,2022-12-18,284.64,0.15,42.7,241.94,1,No Longer Needed,-1
2012,4597,Miami,Home Appliances,COD,2022-03-08,2,3,2022-03-11,146.31,0.05,7.32,138.99,0,Not Returned,1
2013,2182,San Francisco,Toys,Credit Card,2022-07-03,6,6,2022-07-09,156.1,0.12,18.73,137.37,1,Late Delivery,0
2014,4223,New York,Toys,Debit Card,2022-08-26,7,9,2022-09-04,80.34,0.12,9.64,70.7,0,Not Returned,2
2015,4042,Dallas,Toys,Net Banking,2022-07-21,3,1,2022-07-22,191.94,0.09,17.27,174.67,0,Not Returned,-2
2016,3667,San Francisco,Books,Debit Card,2022-04-19,1,2,2022-04-21,251.07,0.3,75.32,175.75,0,Not Returned,1
2017,3235,Miami,Toys,Debit Card,2022-08-06,1,2,2022-08-08,308.17,0.02,6.16,302.01,0,Not Returned,1
2018,4884,Los Angeles,Toys,UPI,2022-03-17,5,5,2022-03-22,166.34,0.19,31.6,134.74,0,Not Returned,0
2019,2121,San Francisco,Home Appliances,Credit Card,2022-11-17,7,6,2022-11-23,400.28,0.05,20.01,380.27,0,Not Returned,-1
2020,1130,Los Angeles,Clothing,Net Banking,2022-01-02,3,3,2022-01-05,270.06,0.25,67.52,202.54,1,No Longer Needed,0
2021,3852,Houston,Home Appliances,COD,2022-01-11,3,4,2022-01-15,326.27,0.27,88.09,238.18,0,Not Returned,1
2022,2194,Seattle,Home Appliances,COD,2022-03-17,1,2,2022-03-19,153.51,0.12,18.42,135.09,0,Not Returned,1
2023,3983,Boston,Books,Debit Card,2022-04-02,2,3,2022-04-05,410.79,0.25,102.7,308.09,0,Not Returned,1
2024,4033,Miami,Books,Credit Card,2022-04-07,7,8,2022-04-15,319.65,0.07,22.38,297.27,0,Not Returned,1
2025,1182,Boston,Electronics,Credit Card,2022-06-19,4,5,2022-06-24,433.93,0.04,17.36,416.57,0,Not Returned,1
2026,4030,New York,Clothing,Net Banking,2022-09-16,4,2,2022-09-18,96.78,0.09,8.71,88.07,0,Not Returned,-2
2027,1363,Los Angeles,Toys,Net Banking,2022-10-24,1,2,2022-10-26,202.72,0.1,20.27,182.45,0,Not Returned,1
2028,1038,San Francisco,Electronics,Debit Card,2022-11-01,6,4,2022-11-05,74.25,0.12,8.91,65.34,0,Not Returned,-2
2029,4598,Boston,Toys,Debit Card,2022-03-24,11,9,2022-04-02,123.45,0.11,13.58,109.87,0,Not Returned,-2
2030,4959,Chicago,Toys,Debit Card,2022-03-23,6,6,2022-03-29,209.38,0.12,25.13,184.25,0,Not Returned,0
2031,3544,Miami,Books,UPI,2022-10-20,1,1,2022-10-21,449.4,0.21,94.37,355.03,1,No Longer Needed,0
2032,4587,Boston,Toys,Credit Card,2022-12-14,6,4,2022-12-18,287.38,0.07,20.12,267.26,0,Not Returned,-2
2033,2372,San Francisco,Toys,Debit Card,2022-08-11,2,3,2022-08-14,178.58,0.01,1.79,176.79,0,Not Returned,1
2034,4029,San Francisco,Home Appliances,Credit Card,2022-09-20,2,1,2022-09-21,378.51,0.15,56.78,321.73,0,Not Returned,-1
2035,1920,New York,Books,COD,2022-02-07,4,6,2022-02-13,29.45,0.13,3.83,25.62,1,Defective,2
2036,4468,Phoenix,Sports,COD,2022-05-13,1,1,2022-05-14,197.64,0.02,3.95,193.69,0,Not Returned,0
2037,3769,Dallas,Home Appliances,Credit Card,2022-03-02,1,1,2022-03-03,308.4,0.04,12.34,296.06,0,Not Returned,0
2038,4232,Chicago,Electronics,COD,2022-03-24,9,7,2022-03-31,299.95,0.15,44.99,254.96,1,Wrong Item,-2
2039,1015,Boston,Home Appliances,COD,2022-07-24,1,1,2022-07-25,311.63,0.07,21.81,289.82,0,Not Returned,0
2040,1492,Dallas,Sports,COD,2022-01-28,1,3,2022-01-31,121.52,0.26,31.6,89.92,0,Not Returned,2
2041,2449,Chicago,Books,Net Banking,2022-07-04,7,5,2022-07-09,181.8,0.05,9.09,172.71,0,Not Returned,-2
2042,2131,Phoenix,Clothing,Net Banking,2022-05-10,4,3,2022-05-13,467.15,0.01,4.67,462.48,0,Not Returned,-1
2043,3941,Boston,Toys,Credit Card,2022-03-11,8,6,2022-03-17,487.51,0.13,63.38,424.13,0,Not Returned,-2
2044,4521,Chicago,Beauty,Credit Card,2022-07-26,9,9,2022-08-04,169.78,0.3,50.93,118.85,0,Not Returned,0
2045,1310,Dallas,Clothing,UPI,2022-06-05,1,2,2022-06-07,329.36,0.19,62.58,266.78,0,Not Returned,1
2046,1738,Los Angeles,Clothing,Net Banking,2022-02-06,7,7,2022-02-13,135.82,0.11,14.94,120.88,1,Wrong Item,0
2047,4241,San Francisco,Toys,Credit Card,2022-08-05,2,4,2022-08-09,196.89,0.01,1.97,194.92,0,Not Returned,2
2048,1545,Seattle,Books,Net Banking,2022-04-06,7,6,2022-04-12,400.32,0.15,60.05,340.27,0,Not Returned,-1
2049,3461,Houston,Clothing,UPI,2022-09-06,4,6,2022-09-12,260.57,0.06,15.63,244.94,0,Not Returned,2
2050,1250,Miami,Sports,Credit Card,2022-07-02,6,8,2022-07-10,427.8,0.19,81.28,346.52,0,Not Returned,2
2051,1758,Seattle,Toys,Credit Card,2022-04-11,6,7,2022-04-18,321.8,0.17,54.71,267.09,0,Not Returned,1
2052,2804,Boston,Books,Credit Card,2022-08-16,5,5,2022-08-21,321.88,0.08,25.75,296.13,0,Not Returned,0
2053,4212,Boston,Clothing,Credit Card,2022-12-04,6,7,2022-12-11,36.26,0.02,0.73,35.53,0,Not Returned,1
2054,2297,Chicago,Toys,Debit Card,2022-01-03,5,6,2022-01-09,379.84,0.23,87.36,292.48,0,Not Returned,1
2055,4487,San Francisco,Beauty,Net Banking,2022-03-12,7,5,2022-03-17,489.38,0.18,88.09,401.29,0,Not Returned,-2
2056,2631,Phoenix,Electronics,Net Banking,2022-04-07,9,9,2022-04-16,247.05,0.25,61.76,185.29,0,Not Returned,0
2057,4810,New York,Books,Net Banking,2022-03-26,6,4,2022-03-30,96.12,0.08,7.69,88.43,0,Not Returned,-2
2058,2914,Chicago,Books,UPI,2022-08-27,7,7,2022-09-03,488.95,0.2,97.79,391.16,0,Not Returned,0
2059,4110,New York,Home Appliances,Debit Card,2022-06-25,6,7,2022-07-02,159.26,0.04,6.37,152.89,0,Not Returned,1
2060,1813,Houston,Toys,Net Banking,2022-10-20,4,3,2022-10-23,216.42,0.09,19.48,196.94,0,Not Returned,-1
2061,1028,Dallas,Clothing,Net Banking,2022-05-11,10,8,2022-05-19,57.14,0.2,11.43,45.71,0,Not Returned,-2
2062,1957,Chicago,Electronics,Credit Card,2022-06-26,9,9,2022-07-05,73.2,0.25,18.3,54.9,0,Not Returned,0
2063,3032,Houston,Toys,Credit Card,2022-04-11,7,5,2022-04-16,123.95,0.1,12.4,111.55,0,Not Returned,-2
2064,1476,Miami,Beauty,Credit Card,2022-08-05,1,1,2022-08-06,283.26,0.24,67.98,215.28,1,Late Delivery,0
2065,1317,Chicago,Sports,Net Banking,2022-07-07,3,1,2022-07-08,287.74,0.2,57.55,230.19,0,Not Returned,-2
2066,1244,San Francisco,Books,Credit Card,2022-09-03,6,5,2022-09-08,311.0,0.1,31.1,279.9,1,No Longer Needed,-1
2067,1747,San Francisco,Sports,Net Banking,2022-12-19,2,2,2022-12-21,300.23,0.26,78.06,222.17,0,Not Returned,0
2068,1696,Boston,Sports,UPI,2022-09-26,3,2,2022-09-28,257.71,0.15,38.66,219.05,1,Wrong Item,-1
2069,1271,Miami,Sports,UPI,2022-06-30,7,6,2022-07-06,405.01,0.19,76.95,328.06,0,Not Returned,-1
2070,4511,Boston,Home Appliances,COD,2022-11-02,6,5,2022-11-07,468.27,0.15,70.24,398.03,0,Not Returned,-1
2071,2771,New York,Toys,Debit Card,2022-06-03,4,2,2022-06-05,149.49,0.14,20.93,128.56,0,Not Returned,-2
2072,2262,Seattle,Sports,Credit Card,2022-06-30,3,5,2022-07-05,82.49,0.25,20.62,61.87,0,Not Returned,2
2073,3424,Phoenix,Clothing,Credit Card,2022-02-26,3,4,2022-03-02,224.04,0.09,20.16,203.88,1,Late Delivery,1
2074,1265,Miami,Clothing,Debit Card,2022-02-15,4,6,2022-02-21,32.68,0.01,0.33,32.35,0,Not Returned,2
2075,3973,Dallas,Electronics,Debit Card,2022-12-16,1,1,2022-12-17,443.99,0.26,115.44,328.55,0,Not Returned,0
2076,1920,Phoenix,Electronics,COD,2022-03-27,5,3,2022-03-30,135.06,0.25,33.76,101.3,0,Not Returned,-2
2077,4430,Phoenix,Beauty,Debit Card,2022-08-23,3,5,2022-08-28,283.66,0.11,31.2,252.46,0,Not Returned,2
2078,1339,Los Angeles,Sports,Net Banking,2022-03-23,6,8,2022-03-31,75.25,0.06,4.51,70.74,0,Not Returned,2
2079,1388,Chicago,Sports,Credit Card,2022-06-27,4,2,2022-06-29,285.56,0.2,57.11,228.45,0,Not Returned,-2
2080,3624,Dallas,Home Appliances,Debit Card,2022-11-22,7,8,2022-11-30,38.72,0.02,0.77,37.95,1,Late Delivery,1
2081,4760,Miami,Toys,Net Banking,2022-04-03,7,8,2022-04-11,389.03,0.13,50.57,338.46,0,Not Returned,1
2082,3050,Boston,Sports,Debit Card,2022-07-17,4,6,2022-07-23,478.6,0.03,14.36,464.24,0,Not Returned,2
2083,4500,New York,Sports,Net Banking,2022-06-11,4,5,2022-06-16,167.35,0.18,30.12,137.23,0,Not Returned,1
2084,2165,Chicago,Toys,UPI,2022-08-14,9,7,2022-08-21,143.94,0.01,1.44,142.5,1,Wrong Item,-2
2085,1375,Los Angeles,Sports,Net Banking,2022-07-12,7,6,2022-07-18,235.04,0.19,44.66,190.38,0,Not Returned,-1
2086,4741,New York,Books,COD,2022-05-26,9,9,2022-06-04,317.59,0.2,63.52,254.07,0,Not Returned,0
2087,3033,Miami,Books,Net Banking,2022-09-11,4,2,2022-09-13,110.7,0.15,16.6,94.1,0,Not Returned,-2
2088,3371,Seattle,Home Appliances,Debit Card,2022-10-10,5,6,2022-10-16,405.59,0.05,20.28,385.31,0,Not Returned,1
2089,1145,Phoenix,Home Appliances,UPI,2022-01-10,5,7,2022-01-17,115.3,0.03,3.46,111.84,0,Not Returned,2
2090,2981,Los Angeles,Clothing,UPI,2022-05-10,1,1,2022-05-11,22.63,0.09,2.04,20.59,0,Not Returned,0
2091,1292,New York,Home Appliances,Net Banking,2022-11-11,7,9,2022-11-20,271.64,0.14,38.03,233.61,1,No Longer Needed,2
2092,4736,Boston,Beauty,Debit Card,2022-04-01,8,8,2022-04-09,75.27,0.19,14.3,60.97,1,Defective,0
2093,1431,Los Angeles,Clothing,UPI,2022-03-04,6,5,2022-03-09,355.15,0.0,0.0,355.15,0,Not Returned,-1
2094,1704,New York,Toys,Net Banking,2022-01-15,6,5,2022-01-20,100.39,0.21,21.08,79.31,0,Not Returned,-1
2095,3996,Los Angeles,Sports,Net Banking,2022-08-30,11,9,2022-09-08,412.34,0.21,86.59,325.75,0,Not Returned,-2
2096,2998,Boston,Home Appliances,Net Banking,2022-07-12,2,2,2022-07-14,245.78,0.13,31.95,213.83,0,Not Returned,0
2097,3632,Boston,Beauty,UPI,2022-12-27,8,6,2023-01-02,291.81,0.1,29.18,262.63,0,Not Returned,-2
2098,1398,Dallas,Home Appliances,Credit Card,2022-08-04,4,4,2022-08-08,109.56,0.25,27.39,82.17,0,Not Returned,0
2099,3864,San Francisco,Home Appliances,Debit Card,2022-09-19,4,4,2022-09-23,90.41,0.24,21.7,68.71,0,Not Returned,0
2100,4960,Phoenix,Clothing,COD,2022-08-09,9,8,2022-08-17,323.02,0.29,93.68,229.34,0,Not Returned,-1
2101,4415,Chicago,Toys,COD,2022-05-14,3,3,2022-05-17,142.62,0.11,15.69,126.93,0,Not Returned,0
2102,1963,Chicago,Toys,Debit Card,2022-10-21,8,8,2022-10-29,205.24,0.27,55.41,149.83,0,Not Returned,0
2103,4211,Miami,Clothing,Credit Card,2022-10-31,4,5,2022-11-05,250.14,0.03,7.5,242.64,0,Not Returned,1
2104,3234,Houston,Electronics,Debit Card,2022-01-15,2,2,2022-01-17,130.22,0.12,15.63,114.59,1,Defective,0
2105,3041,Miami,Clothing,Net Banking,2022-11-24,6,5,2022-11-29,401.8,0.14,56.25,345.55,0,Not Returned,-1
2106,2828,Houston,Clothing,Debit Card,2022-01-29,5,4,2022-02-02,470.92,0.13,61.22,409.7,0,Not Returned,-1
2107,3108,Los Angeles,Books,Debit Card,2022-09-15,10,9,2022-09-24,227.31,0.19,43.19,184.12,0,Not Returned,-1
2108,1938,Houston,Home Appliances,UPI,2022-11-27,4,6,2022-12-03,460.42,0.05,23.02,437.4,0,Not Returned,2
2109,4451,San Francisco,Clothing,COD,2022-07-20,5,3,2022-07-23,443.69,0.26,115.36,328.33,0,Not Returned,-2
2110,1709,San Francisco,Home Appliances,COD,2022-03-29,2,2,2022-03-31,99.7,0.17,16.95,82.75,0,Not Returned,0
2111,1806,Phoenix,Home Appliances,Net Banking,2022-06-11,5,7,2022-06-18,103.22,0.27,27.87,75.35,0,Not Returned,2
2112,2463,New York,Books,Net Banking,2022-01-24,2,1,2022-01-25,249.15,0.0,0.0,249.15,0,Not Returned,-1
2113,4390,Chicago,Home Appliances,UPI,2022-08-29,6,5,2022-09-03,272.41,0.19,51.76,220.65,0,Not Returned,-1
2114,2325,Phoenix,Beauty,Net Banking,2022-04-12,6,5,2022-04-17,183.74,0.12,22.05,161.69,0,Not Returned,-1
2115,4415,San Francisco,Clothing,Credit Card,2022-10-08,4,4,2022-10-12,170.2,0.15,25.53,144.67,1,Wrong Item,0
2116,1010,New York,Home Appliances,UPI,2022-04-27,1,3,2022-04-30,227.06,0.22,49.95,177.11,0,Not Returned,2
2117,2085,Miami,Electronics,UPI,2022-02-02,7,9,2022-02-11,351.43,0.07,24.6,326.83,0,Not Returned,2
2118,2868,Chicago,Electronics,Debit Card,2022-12-30,3,4,2023-01-03,60.51,0.06,3.63,56.88,1,No Longer Needed,1
2119,3273,Dallas,Books,Debit Card,2022-09-11,11,9,2022-09-20,361.08,0.21,75.83,285.25,0,Not Returned,-2
2120,4224,Chicago,Beauty,Credit Card,2022-10-26,8,7,2022-11-02,464.6,0.16,74.34,390.26,0,Not Returned,-1
2121,4782,Los Angeles,Toys,UPI,2022-01-17,8,9,2022-01-26,386.48,0.07,27.05,359.43,0,Not Returned,1
2122,3611,Seattle,Toys,UPI,2022-01-07,2,2,2022-01-09,112.0,0.15,16.8,95.2,0,Not Returned,0
2123,1771,Chicago,Clothing,Debit Card,2022-01-27,1,2,2022-01-29,61.99,0.14,8.68,53.31,0,Not Returned,1
2124,2594,San Francisco,Books,COD,2022-02-05,9,8,2022-02-13,255.38,0.21,53.63,201.75,0,Not Returned,-1
2125,2607,Los Angeles,Electronics,COD,2022-09-28,8,9,2022-10-07,479.07,0.0,0.0,479.07,1,Defective,1
2126,4731,Boston,Beauty,Debit Card,2022-03-11,3,2,2022-03-13,413.15,0.18,74.37,338.78,0,Not Returned,-1
2127,4932,Houston,Clothing,Net Banking,2022-07-04,5,6,2022-07-10,290.11,0.18,52.22,237.89,0,Not Returned,1
2128,4646,Miami,Home Appliances,UPI,2022-08-16,7,6,2022-08-22,88.63,0.22,19.5,69.13,0,Not Returned,-1
2129,2333,Dallas,Clothing,Credit Card,2022-03-10,5,7,2022-03-17,362.64,0.27,97.91,264.73,0,Not Returned,2
2130,1884,Miami,Sports,COD,2022-02-22,4,5,2022-02-27,410.24,0.13,53.33,356.91,1,Wrong Item,1
2131,4314,Boston,Clothing,Net Banking,2022-08-25,1,3,2022-08-28,468.83,0.1,46.88,421.95,1,Defective,2
2132,4564,Seattle,Home Appliances,UPI,2022-07-16,5,3,2022-07-19,313.82,0.03,9.41,304.41,0,Not Returned,-2
2133,2389,Chicago,Sports,Net Banking,2022-01-02,8,6,2022-01-08,266.94,0.1,26.69,240.25,0,Not Returned,-2
2134,4401,Phoenix,Toys,UPI,2022-04-17,3,1,2022-04-18,317.21,0.02,6.34,310.87,0,Not Returned,-2
2135,4178,Los Angeles,Beauty,UPI,2022-05-26,7,8,2022-06-03,472.76,0.24,113.46,359.3,0,Not Returned,1
2136,1225,Dallas,Books,Debit Card,2022-06-09,9,7,2022-06-16,321.5,0.24,77.16,244.34,0,Not Returned,-2
2137,1824,Boston,Beauty,Debit Card,2022-08-27,5,7,2022-09-03,143.64,0.13,18.67,124.97,0,Not Returned,2
2138,3265,Seattle,Clothing,Credit Card,2022-05-06,4,6,2022-05-12,325.35,0.08,26.03,299.32,0,Not Returned,2
2139,1936,Miami,Toys,Credit Card,2022-06-06,5,3,2022-06-09,442.28,0.04,17.69,424.59,0,Not Returned,-2
2140,3800,Boston,Books,Net Banking,2022-11-01,11,9,2022-11-10,292.16,0.26,75.96,216.2,0,Not Returned,-2
2141,3553,Dallas,Clothing,Debit Card,2022-07-27,6,6,2022-08-02,261.3,0.26,67.94,193.36,0,Not Returned,0
2142,3306,Dallas,Electronics,UPI,2022-07-22,6,6,2022-07-28,372.02,0.08,29.76,342.26,0,Not Returned,0
2143,2911,Seattle,Electronics,Debit Card,2022-11-12,5,6,2022-11-18,337.27,0.19,64.08,273.19,0,Not Returned,1
2144,4845,Miami,Home Appliances,UPI,2022-05-07,6,6,2022-05-13,47.21,0.08,3.78,43.43,1,Wrong Item,0
2145,4588,San Francisco,Toys,Debit Card,2022-10-11,4,6,2022-10-17,368.15,0.07,25.77,342.38,0,Not Returned,2
2146,2796,Dallas,Toys,UPI,2022-12-08,2,4,2022-12-12,215.62,0.01,2.16,213.46,0,Not Returned,2
2147,1053,Los Angeles,Beauty,Net Banking,2022-06-04,1,2,2022-06-06,471.63,0.17,80.18,391.45,0,Not Returned,1
2148,4118,Los Angeles,Electronics,Debit Card,2022-05-16,1,1,2022-05-17,485.99,0.04,19.44,466.55,0,Not Returned,0
2149,1726,Houston,Sports,COD,2022-05-31,9,8,2022-06-08,235.39,0.0,0.0,235.39,0,Not Returned,-1
2150,3736,Miami,Sports,COD,2022-02-01,5,5,2022-02-06,485.02,0.03,14.55,470.47,1,Late Delivery,0
2151,2544,Boston,Toys,UPI,2022-01-15,4,3,2022-01-18,169.19,0.09,15.23,153.96,1,Size Issue,-1
2152,4170,Los Angeles,Toys,Net Banking,2022-12-13,11,9,2022-12-22,347.67,0.2,69.53,278.14,0,Not Returned,-2
2153,2043,Seattle,Clothing,UPI,2022-05-08,1,3,2022-05-11,56.03,0.06,3.36,52.67,0,Not Returned,2
2154,2913,Boston,Toys,Net Banking,2022-04-06,4,5,2022-04-11,89.59,0.27,24.19,65.4,0,Not Returned,1
2155,2776,Miami,Books,Credit Card,2022-11-09,4,2,2022-11-11,434.97,0.09,39.15,395.82,0,Not Returned,-2
2156,2596,Seattle,Sports,Debit Card,2022-10-30,7,6,2022-11-05,449.02,0.1,44.9,404.12,1,Defective,-1
2157,2914,Chicago,Clothing,Net Banking,2022-04-11,11,9,2022-04-20,275.65,0.07,19.3,256.35,0,Not Returned,-2
2158,4561,New York,Books,UPI,2022-04-28,3,1,2022-04-29,183.09,0.08,14.65,168.44,0,Not Returned,-2
2159,3466,Los Angeles,Toys,Credit Card,2022-01-10,2,3,2022-01-13,236.49,0.02,4.73,231.76,0,Not Returned,1
2160,3737,Los Angeles,Toys,UPI,2022-04-27,1,1,2022-04-28,437.42,0.09,39.37,398.05,0,Not Returned,0
2161,1849,Houston,Electronics,COD,2022-12-14,4,5,2022-12-19,121.28,0.26,31.53,89.75,1,No Longer Needed,1
2162,3109,San Francisco,Clothing,COD,2022-06-29,4,5,2022-07-04,161.54,0.21,33.92,127.62,0,Not Returned,1
2163,4216,Houston,Books,Debit Card,2022-08-12,4,4,2022-08-16,397.01,0.26,103.22,293.79,0,Not Returned,0
2164,3263,Miami,Home Appliances,Debit Card,2022-08-12,5,5,2022-08-17,468.93,0.03,14.07,454.86,0,Not Returned,0
2165,1002,Houston,Toys,Credit Card,2022-09-05,7,8,2022-09-13,64.61,0.14,9.05,55.56,0,Not Returned,1
2166,1159,San Francisco,Beauty,COD,2022-09-11,8,8,2022-09-19,405.81,0.07,28.41,377.4,0,Not Returned,0
2167,4810,San Francisco,Beauty,Net Banking,2022-11-15,4,6,2022-11-21,329.63,0.22,72.52,257.11,0,Not Returned,2
2168,1780,Dallas,Toys,COD,2022-11-22,6,4,2022-11-26,130.77,0.29,37.92,92.85,0,Not Returned,-2
2169,4191,Dallas,Home Appliances,Debit Card,2022-05-17,6,4,2022-05-21,382.79,0.24,91.87,290.92,0,Not Returned,-2
2170,1892,New York,Sports,UPI,2022-08-18,6,5,2022-08-23,369.4,0.01,3.69,365.71,1,Defective,-1
2171,3030,Seattle,Beauty,Credit Card,2022-12-16,4,5,2022-12-21,88.17,0.09,7.94,80.23,0,Not Returned,1
2172,4160,Chicago,Books,COD,2022-02-10,4,2,2022-02-12,261.08,0.01,2.61,258.47,0,Not Returned,-2
2173,3376,San Francisco,Toys,Net Banking,2022-02-09,8,6,2022-02-15,383.98,0.01,3.84,380.14,0,Not Returned,-2
2174,1579,Chicago,Toys,Net Banking,2022-09-29,9,7,2022-10-06,111.94,0.02,2.24,109.7,0,Not Returned,-2
2175,2933,Los Angeles,Toys,Net Banking,2022-09-09,3,3,2022-09-12,242.13,0.08,19.37,222.76,0,Not Returned,0
2176,2380,Phoenix,Home Appliances,Credit Card,2022-01-25,4,4,2022-01-29,77.96,0.09,7.02,70.94,0,Not Returned,0
2177,4681,New York,Sports,Net Banking,2022-05-18,11,9,2022-05-27,167.28,0.12,20.07,147.21,0,Not Returned,-2
2178,2290,Miami,Clothing,Net Banking,2022-01-09,2,4,2022-01-13,124.61,0.12,14.95,109.66,0,Not Returned,2
2179,2640,Boston,Toys,COD,2022-10-23,7,7,2022-10-30,262.43,0.23,60.36,202.07,1,No Longer Needed,0
2180,1951,Chicago,Clothing,Credit Card,2022-02-26,4,2,2022-02-28,87.78,0.04,3.51,84.27,0,Not Returned,-2
2181,4394,Houston,Books,UPI,2022-10-29,6,5,2022-11-03,203.91,0.05,10.2,193.71,0,Not Returned,-1
2182,3682,San Francisco,Books,UPI,2022-04-29,8,6,2022-05-05,152.08,0.19,28.9,123.18,0,Not Returned,-2
2183,1987,Chicago,Books,Net Banking,2022-09-20,1,2,2022-09-22,378.1,0.17,64.28,313.82,0,Not Returned,1
2184,4612,Boston,Beauty,Debit Card,2022-06-20,3,1,2022-06-21,355.84,0.05,17.79,338.05,0,Not Returned,-2
2185,4720,San Francisco,Books,Credit Card,2022-12-26,8,9,2023-01-04,65.57,0.26,17.05,48.52,0,Not Returned,1
2186,2218,Miami,Toys,Debit Card,2022-07-23,8,7,2022-07-30,477.67,0.1,47.77,429.9,0,Not Returned,-1
2187,1920,Phoenix,Home Appliances,Credit Card,2022-02-26,9,8,2022-03-06,377.45,0.11,41.52,335.93,0,Not Returned,-1
2188,3785,Houston,Home Appliances,Credit Card,2022-05-25,3,5,2022-05-30,315.66,0.13,41.04,274.62,0,Not Returned,2
2189,2355,Chicago,Sports,COD,2022-01-25,7,5,2022-01-30,249.3,0.1,24.93,224.37,0,Not Returned,-2
2190,1169,Dallas,Home Appliances,Net Banking,2022-04-21,1,1,2022-04-22,105.4,0.17,17.92,87.48,0,Not Returned,0
2191,1520,New York,Beauty,COD,2022-02-24,1,3,2022-02-27,481.77,0.12,57.81,423.96,1,No Longer Needed,2
2192,2486,Chicago,Clothing,Debit Card,2022-05-27,5,7,2022-06-03,23.77,0.08,1.9,21.87,1,No Longer Needed,2
